YEAR_MONTH,DAY_TYPE,TIME_PER_HOUR,PT_TYPE,PT_CODE,TOTAL_TAP_IN_VOLUME,TOTAL_TAP_OUT_VOLUME
2023-08,WEEKENDS/HOLIDAY,21,TRAIN,BP4,270,1056
2023-08,WEEKENDS/HOLIDAY,19,TRAIN,EW20,4412,5646
2023-08,WEEKDAY,19,TRAIN,EW20,19514,24231
2023-08,WEEKDAY,13,TRAIN,PE5,9250,7317
2023-08,WEEKENDS/HOLIDAY,13,TRAIN,PE5,2799,2460
2023-08,WEEKDAY,13,TRAIN,CC26,3715,4719
2023-08,WEEKENDS/HOLIDAY,13,TRAIN,CC26,1378,1404
2023-08,WEEKENDS/HOLIDAY,11,TRAIN,SW5,4826,3890
2023-08,WEEKDAY,11,TRAIN,SW5,8075,7128
2023-08,WEEKDAY,0,TRAIN,EW18,67,557
2023-08,WEEKENDS/HOLIDAY,0,TRAIN,EW18,33,306
2023-08,WEEKDAY,20,TRAIN,EW32,9798,3878
2023-08,WEEKENDS/HOLIDAY,20,TRAIN,EW32,1666,4233
2023-08,WEEKDAY,15,TRAIN,TE7,5006,5513
2023-08,WEEKENDS/HOLIDAY,15,TRAIN,TE7,2524,2326
2023-08,WEEKDAY,10,TRAIN,CC17/TE9,5985,3641
2023-08,WEEKENDS/HOLIDAY,10,TRAIN,CC17/TE9,2439,1751
2023-08,WEEKDAY,13,TRAIN,CC25,6041,5890
2023-08,WEEKENDS/HOLIDAY,13,TRAIN,CC25,3355,2830
2023-08,WEEKDAY,12,TRAIN,BP10,3105,2992
2023-08,WEEKENDS/HOLIDAY,12,TRAIN,BP10,1696,1334
2023-08,WEEKENDS/HOLIDAY,10,TRAIN,NE10,8687,5286
2023-08,WEEKDAY,10,TRAIN,NE10,18141,11218
2023-08,WEEKENDS/HOLIDAY,6,TRAIN,CC4/DT15,305,1712
2023-08,WEEKDAY,6,TRAIN,CC4/DT15,689,9676
2023-08,WEEKDAY,7,TRAIN,EW24/NS1,73125,192962
2023-08,WEEKENDS/HOLIDAY,7,TRAIN,EW24/NS1,13092,18505
2023-08,WEEKDAY,20,TRAIN,DT17,29399,5544
2023-08,WEEKENDS/HOLIDAY,20,TRAIN,DT17,8020,2705
2023-08,WEEKENDS/HOLIDAY,6,TRAIN,CC6,407,2696
2023-08,WEEKDAY,6,TRAIN,CC6,1303,3817
2023-08,WEEKENDS/HOLIDAY,5,TRAIN,CC8,241,16
2023-08,WEEKDAY,5,TRAIN,CC8,1441,158
2023-08,WEEKDAY,9,TRAIN,CC23,4303,107073
2023-08,WEEKENDS/HOLIDAY,9,TRAIN,CC23,883,2742
2023-08,WEEKENDS/HOLIDAY,6,TRAIN,BP6/DT1,8831,3965
2023-08,WEEKDAY,6,TRAIN,BP6/DT1,60415,30152
2023-08,WEEKDAY,16,TRAIN,NE4/DT19,70144,59183
2023-08,WEEKENDS/HOLIDAY,16,TRAIN,NE4/DT19,37812,33469
2023-08,WEEKDAY,19,TRAIN,SE1,3689,10903
2023-08,WEEKENDS/HOLIDAY,19,TRAIN,SE1,1265,2306
2023-08,WEEKDAY,10,TRAIN,CC28,4466,3000
2023-08,WEEKENDS/HOLIDAY,10,TRAIN,CC28,2351,1152
2023-08,WEEKENDS/HOLIDAY,9,TRAIN,EW18,7692,7144
2023-08,WEEKDAY,9,TRAIN,EW18,29446,29964
2023-08,WEEKENDS/HOLIDAY,11,TRAIN,SW2,3522,1947
2023-08,WEEKDAY,11,TRAIN,SW2,4826,2727
2023-08,WEEKENDS/HOLIDAY,13,TRAIN,DT23,1699,1984
2023-08,WEEKDAY,13,TRAIN,DT23,3329,4682
2023-08,WEEKDAY,15,TRAIN,PW7,2477,3055
2023-08,WEEKENDS/HOLIDAY,15,TRAIN,PW7,1213,1318
2023-08,WEEKDAY,5,TRAIN,NE11,780,505
2023-08,WEEKENDS/HOLIDAY,5,TRAIN,NE11,69,50
2023-08,WEEKDAY,16,TRAIN,PE1,3225,4896
2023-08,WEEKENDS/HOLIDAY,16,TRAIN,PE1,1869,1671
2023-08,WEEKDAY,18,TRAIN,NS23,93653,90667
2023-08,WEEKENDS/HOLIDAY,18,TRAIN,NS23,26708,21787
2023-08,WEEKDAY,11,TRAIN,TE19,8013,6354
2023-08,WEEKENDS/HOLIDAY,11,TRAIN,TE19,1212,1364
2023-08,WEEKDAY,19,TRAIN,SE2,4064,16147
2023-08,WEEKENDS/HOLIDAY,19,TRAIN,SE2,1478,3241
2023-08,WEEKENDS/HOLIDAY,5,TRAIN,NS15,888,283
2023-08,WEEKDAY,5,TRAIN,NS15,4606,2886
2023-08,WEEKDAY,15,TRAIN,NS18,12433,12658
2023-08,WEEKENDS/HOLIDAY,15,TRAIN,NS18,5958,5508
2023-08,WEEKDAY,14,TRAIN,EW32,2547,1747
2023-08,WEEKENDS/HOLIDAY,14,TRAIN,EW32,1898,1206
2023-08,WEEKDAY,0,TRAIN,SW3,17,439
2023-08,WEEKENDS/HOLIDAY,0,TRAIN,SW3,6,148
2023-08,WEEKDAY,18,TRAIN,EW16/NE3/TE17,130856,42174
2023-08,WEEKENDS/HOLIDAY,18,TRAIN,EW16/NE3/TE17,11752,10819
2023-08,WEEKDAY,5,TRAIN,NS7,37333,3402
2023-08,WEEKENDS/HOLIDAY,5,TRAIN,NS7,6726,1508
2023-08,WEEKENDS/HOLIDAY,22,TRAIN,DT23,919,1153
2023-08,WEEKDAY,22,TRAIN,DT23,3736,2840
2023-08,WEEKENDS/HOLIDAY,6,TRAIN,TE1,2026,436
2023-08,WEEKDAY,6,TRAIN,TE1,9271,2795
2023-08,WEEKDAY,18,TRAIN,SW6,5873,10122
2023-08,WEEKENDS/HOLIDAY,18,TRAIN,SW6,1311,1945
2023-08,WEEKDAY,14,TRAIN,NS25/EW13,48182,45919
2023-08,WEEKENDS/HOLIDAY,14,TRAIN,NS25/EW13,32130,39837
2023-08,WEEKENDS/HOLIDAY,7,TRAIN,PE2,1985,435
2023-08,WEEKDAY,7,TRAIN,PE2,20966,9770
2023-08,WEEKENDS/HOLIDAY,19,TRAIN,EW4,6517,9438
2023-08,WEEKDAY,19,TRAIN,EW4,19614,38017
2023-08,WEEKDAY,10,TRAIN,CC6,4728,7644
2023-08,WEEKENDS/HOLIDAY,10,TRAIN,CC6,5701,6350
2023-08,WEEKDAY,11,TRAIN,NS12,13611,7701
2023-08,WEEKENDS/HOLIDAY,11,TRAIN,NS12,8979,4410
2023-08,WEEKDAY,9,TRAIN,CG1/DT35,4302,62534
2023-08,WEEKENDS/HOLIDAY,9,TRAIN,CG1/DT35,1612,7231
2023-08,WEEKDAY,21,TRAIN,EW30,2242,1120
2023-08,WEEKENDS/HOLIDAY,21,TRAIN,EW30,404,1511
2023-08,WEEKENDS/HOLIDAY,16,TRAIN,CC24,6633,3251
2023-08,WEEKDAY,16,TRAIN,CC24,51069,12495
2023-08,WEEKDAY,15,TRAIN,PE1,3301,4273
2023-08,WEEKENDS/HOLIDAY,15,TRAIN,PE1,1697,1582
2023-08,WEEKDAY,6,TRAIN,EW32,3582,9427
2023-08,WEEKENDS/HOLIDAY,6,TRAIN,EW32,1616,1702
2023-08,WEEKDAY,19,TRAIN,PW7,4155,6871
2023-08,WEEKENDS/HOLIDAY,19,TRAIN,PW7,1140,1509
2023-08,WEEKDAY,17,TRAIN,SW2,6093,7590
2023-08,WEEKENDS/HOLIDAY,17,TRAIN,SW2,2690,2529
2023-08,WEEKDAY,22,TRAIN,CC4/DT15,28149,4237
2023-08,WEEKENDS/HOLIDAY,22,TRAIN,CC4/DT15,13570,2015
2023-08,WEEKDAY,8,TRAIN,EW5,98962,39410
2023-08,WEEKENDS/HOLIDAY,8,TRAIN,EW5,15431,8478
2023-08,WEEKDAY,14,TRAIN,NE13,20990,22452
2023-08,WEEKENDS/HOLIDAY,14,TRAIN,NE13,12689,10579
2023-08,WEEKDAY,10,TRAIN,BP4,2950,6675
2023-08,WEEKENDS/HOLIDAY,10,TRAIN,BP4,1136,552
2023-08,WEEKENDS/HOLIDAY,17,TRAIN,EW3,8988,10376
2023-08,WEEKDAY,17,TRAIN,EW3,30158,31546
2023-08,WEEKDAY,11,TRAIN,SW4,2222,1387
2023-08,WEEKENDS/HOLIDAY,11,TRAIN,SW4,1470,781
2023-08,WEEKENDS/HOLIDAY,20,TRAIN,DT34,1212,2219
2023-08,WEEKDAY,20,TRAIN,DT34,3942,7057
2023-08,WEEKDAY,16,TRAIN,PW7,3073,3512
2023-08,WEEKENDS/HOLIDAY,16,TRAIN,PW7,1435,1504
2023-08,WEEKDAY,12,TRAIN,PE1,4004,3106
2023-08,WEEKENDS/HOLIDAY,12,TRAIN,PE1,2126,1503
2023-08,WEEKDAY,18,TRAIN,NE8,51872,78370
2023-08,WEEKENDS/HOLIDAY,18,TRAIN,NE8,25921,33662
2023-08,WEEKDAY,13,TRAIN,DT10/TE11,10682,6272
2023-08,WEEKENDS/HOLIDAY,13,TRAIN,DT10/TE11,3571,3049
2023-08,WEEKDAY,20,TRAIN,NS17/CC15,40611,53198
2023-08,WEEKENDS/HOLIDAY,20,TRAIN,NS17/CC15,14155,17394
2023-08,WEEKENDS/HOLIDAY,14,TRAIN,CC3,5827,6193
2023-08,WEEKDAY,14,TRAIN,CC3,7859,7282
2023-08,WEEKDAY,14,TRAIN,EW31,1980,911
2023-08,WEEKENDS/HOLIDAY,14,TRAIN,EW31,1292,508
2023-08,WEEKENDS/HOLIDAY,0,TRAIN,NE11,35,118
2023-08,WEEKDAY,0,TRAIN,NE11,51,325
2023-08,WEEKENDS/HOLIDAY,18,TRAIN,CC24,6138,3826
2023-08,WEEKDAY,18,TRAIN,CC24,115143,21289
2023-08,WEEKENDS/HOLIDAY,7,TRAIN,DT24,2342,1250
2023-08,WEEKDAY,7,TRAIN,DT24,16429,8396
2023-08,WEEKENDS/HOLIDAY,0,TRAIN,EW32,1,422
2023-08,WEEKDAY,0,TRAIN,EW32,1,321
2023-08,WEEKENDS/HOLIDAY,19,TRAIN,CC10/DT26,5515,6415
2023-08,WEEKDAY,19,TRAIN,CC10/DT26,26729,26675
2023-08,WEEKENDS/HOLIDAY,17,TRAIN,DT6,4016,2855
2023-08,WEEKDAY,17,TRAIN,DT6,21374,11581
2023-08,WEEKENDS/HOLIDAY,14,TRAIN,CC14,2835,3270
2023-08,WEEKDAY,14,TRAIN,CC14,6983,8742
2023-08,WEEKENDS/HOLIDAY,10,TRAIN,NS23,6037,18572
2023-08,WEEKDAY,10,TRAIN,NS23,14541,43292
2023-08,WEEKDAY,21,TRAIN,EW9,18182,33297
2023-08,WEEKENDS/HOLIDAY,21,TRAIN,EW9,9412,13826
2023-08,WEEKENDS/HOLIDAY,21,TRAIN,NE10,3302,8059
2023-08,WEEKDAY,21,TRAIN,NE10,9651,18987
2023-08,WEEKENDS/HOLIDAY,16,TRAIN,DT10/TE11,3472,3240
2023-08,WEEKDAY,16,TRAIN,DT10/TE11,10543,8633
2023-08,WEEKDAY,10,TRAIN,EW3,18985,11198
2023-08,WEEKENDS/HOLIDAY,10,TRAIN,EW3,9420,4714
2023-08,WEEKDAY,23,TRAIN,EW26,2784,21226
2023-08,WEEKENDS/HOLIDAY,23,TRAIN,EW26,1306,10097
2023-08,WEEKDAY,9,TRAIN,DT27,11118,17296
2023-08,WEEKENDS/HOLIDAY,9,TRAIN,DT27,3267,2404
2023-08,WEEKENDS/HOLIDAY,14,TRAIN,PE4,828,1061
2023-08,WEEKDAY,14,TRAIN,PE4,1460,2126
2023-08,WEEKENDS/HOLIDAY,12,TRAIN,BP12,1620,829
2023-08,WEEKDAY,12,TRAIN,BP12,4025,1417
2023-08,WEEKDAY,16,TRAIN,DT24,4642,5709
2023-08,WEEKENDS/HOLIDAY,16,TRAIN,DT24,2011,1974
2023-08,WEEKDAY,21,TRAIN,EW33,2254,2954
2023-08,WEEKENDS/HOLIDAY,21,TRAIN,EW33,1328,2181
2023-08,WEEKENDS/HOLIDAY,9,TRAIN,NE12/CC13,26905,16860
2023-08,WEEKDAY,9,TRAIN,NE12/CC13,91306,35089
2023-08,WEEKENDS/HOLIDAY,21,TRAIN,SW2,782,1712
2023-08,WEEKDAY,21,TRAIN,SW2,1872,4633
2023-08,WEEKDAY,14,TRAIN,NE11,13998,14325
2023-08,WEEKENDS/HOLIDAY,14,TRAIN,NE11,7005,6574
2023-08,WEEKDAY,6,TRAIN,NE11,9346,8298
2023-08,WEEKENDS/HOLIDAY,6,TRAIN,NE11,1078,916
2023-08,WEEKDAY,10,TRAIN,DT33,21521,4391
2023-08,WEEKENDS/HOLIDAY,10,TRAIN,DT33,9339,2620
2023-08,WEEKDAY,19,TRAIN,DT7,7326,9390
2023-08,WEEKENDS/HOLIDAY,19,TRAIN,DT7,2010,2359
2023-08,WEEKENDS/HOLIDAY,14,TRAIN,EW5,17341,15695
2023-08,WEEKDAY,14,TRAIN,EW5,30745,30371
2023-08,WEEKDAY,17,TRAIN,TE15,12428,11892
2023-08,WEEKENDS/HOLIDAY,17,TRAIN,TE15,4323,4410
2023-08,WEEKDAY,5,TRAIN,EW28,17892,1168
2023-08,WEEKENDS/HOLIDAY,5,TRAIN,EW28,3373,193
2023-08,WEEKENDS/HOLIDAY,9,TRAIN,BP7,344,327
2023-08,WEEKDAY,9,TRAIN,BP7,1400,865
2023-08,WEEKENDS/HOLIDAY,15,TRAIN,EW30,1836,502
2023-08,WEEKDAY,15,TRAIN,EW30,3178,662
2023-08,WEEKDAY,14,TRAIN,NS18,14162,12668
2023-08,WEEKENDS/HOLIDAY,14,TRAIN,NS18,6275,5557
2023-08,WEEKDAY,14,TRAIN,CG1/DT35,11402,12563
2023-08,WEEKENDS/HOLIDAY,14,TRAIN,CG1/DT35,8218,10329
2023-08,WEEKENDS/HOLIDAY,12,TRAIN,SW6,2006,1353
2023-08,WEEKDAY,12,TRAIN,SW6,4220,2616
2023-08,WEEKENDS/HOLIDAY,23,TRAIN,CC8,851,1894
2023-08,WEEKDAY,23,TRAIN,CC8,1706,4063
2023-08,WEEKDAY,15,TRAIN,DT24,4153,4427
2023-08,WEEKENDS/HOLIDAY,15,TRAIN,DT24,1911,1971
2023-08,WEEKDAY,9,TRAIN,DT5,20627,13979
2023-08,WEEKENDS/HOLIDAY,9,TRAIN,DT5,7568,7117
2023-08,WEEKDAY,6,TRAIN,PE7,9573,2448
2023-08,WEEKENDS/HOLIDAY,6,TRAIN,PE7,918,318
2023-08,WEEKDAY,7,TRAIN,EW17,58478,28549
2023-08,WEEKENDS/HOLIDAY,7,TRAIN,EW17,6634,4290
2023-08,WEEKDAY,23,TRAIN,DT13,4307,3644
2023-08,WEEKENDS/HOLIDAY,23,TRAIN,DT13,1879,1782
2023-08,WEEKDAY,5,TRAIN,BP13,1807,150
2023-08,WEEKENDS/HOLIDAY,5,TRAIN,BP13,305,22
2023-08,WEEKENDS/HOLIDAY,15,TRAIN,PE7,1948,2082
2023-08,WEEKDAY,15,TRAIN,PE7,3094,4979
2023-08,WEEKDAY,10,TRAIN,PE6,8480,5984
2023-08,WEEKENDS/HOLIDAY,10,TRAIN,PE6,4325,2870
2023-08,WEEKDAY,10,TRAIN,TE14/NS22,29985,94178
2023-08,WEEKENDS/HOLIDAY,10,TRAIN,TE14/NS22,19172,55449
2023-08,WEEKENDS/HOLIDAY,19,TRAIN,BP5,701,815
2023-08,WEEKDAY,19,TRAIN,BP5,2670,3979
2023-08,WEEKENDS/HOLIDAY,18,TRAIN,SW1,1035,1079
2023-08,WEEKDAY,18,TRAIN,SW1,6675,4469
2023-08,WEEKENDS/HOLIDAY,11,TRAIN,EW22,2853,1729
2023-08,WEEKDAY,11,TRAIN,EW22,17518,14086
2023-08,WEEKENDS/HOLIDAY,21,TRAIN,BP7,103,590
2023-08,WEEKDAY,21,TRAIN,BP7,347,1636
2023-08,WEEKENDS/HOLIDAY,16,TRAIN,TE12,2217,1264
2023-08,WEEKDAY,16,TRAIN,TE12,8158,3215
2023-08,WEEKDAY,18,TRAIN,CC2,26194,11043
2023-08,WEEKENDS/HOLIDAY,18,TRAIN,CC2,3351,2638
2023-08,WEEKDAY,23,TRAIN,EW15,14983,3308
2023-08,WEEKENDS/HOLIDAY,23,TRAIN,EW15,4108,1561
2023-08,WEEKENDS/HOLIDAY,0,TRAIN,TE19,6,38
2023-08,WEEKDAY,0,TRAIN,TE19,41,69
2023-08,WEEKDAY,11,TRAIN,DT22,7383,8654
2023-08,WEEKENDS/HOLIDAY,11,TRAIN,DT22,3973,6583
2023-08,WEEKENDS/HOLIDAY,23,TRAIN,NS23,7119,1846
2023-08,WEEKDAY,23,TRAIN,NS23,17777,4444
2023-08,WEEKENDS/HOLIDAY,17,TRAIN,BP6/DT1,19921,22875
2023-08,WEEKDAY,17,TRAIN,BP6/DT1,48873,77853
2023-08,WEEKDAY,15,TRAIN,DT10/TE11,11977,7095
2023-08,WEEKENDS/HOLIDAY,15,TRAIN,DT10/TE11,3251,2858
2023-08,WEEKENDS/HOLIDAY,19,TRAIN,CG1/DT35,10723,7025
2023-08,WEEKDAY,19,TRAIN,CG1/DT35,47264,13884
2023-08,WEEKDAY,20,TRAIN,PW1,2375,770
2023-08,WEEKENDS/HOLIDAY,20,TRAIN,PW1,1034,413
2023-08,WEEKDAY,10,TRAIN,NS21/DT11,49116,51404
2023-08,WEEKENDS/HOLIDAY,10,TRAIN,NS21/DT11,26397,26445
2023-08,WEEKDAY,23,TRAIN,EW27,5670,25383
2023-08,WEEKENDS/HOLIDAY,23,TRAIN,EW27,2309,13081
2023-08,WEEKDAY,6,TRAIN,NS10,107740,23139
2023-08,WEEKENDS/HOLIDAY,6,TRAIN,NS10,14290,3498
2023-08,WEEKDAY,5,TRAIN,NE1/CC29,1812,242
2023-08,WEEKENDS/HOLIDAY,5,TRAIN,NE1/CC29,661,28
2023-08,WEEKENDS/HOLIDAY,17,TRAIN,SE4,1587,1819
2023-08,WEEKDAY,17,TRAIN,SE4,4098,6246
2023-08,WEEKDAY,6,TRAIN,CC2,471,2169
2023-08,WEEKENDS/HOLIDAY,6,TRAIN,CC2,126,384
2023-08,WEEKENDS/HOLIDAY,8,TRAIN,EW29,3846,6653
2023-08,WEEKDAY,8,TRAIN,EW29,9896,77949
2023-08,WEEKENDS/HOLIDAY,21,TRAIN,DT7,1177,1977
2023-08,WEEKDAY,21,TRAIN,DT7,3194,4453
2023-08,WEEKENDS/HOLIDAY,13,TRAIN,EW26,16184,11241
2023-08,WEEKDAY,13,TRAIN,EW26,26462,19487
2023-08,WEEKDAY,19,TRAIN,CC14,9121,16493
2023-08,WEEKENDS/HOLIDAY,19,TRAIN,CC14,2373,3527
2023-08,WEEKENDS/HOLIDAY,14,TRAIN,SW6,1596,1464
2023-08,WEEKDAY,14,TRAIN,SW6,3754,4484
2023-08,WEEKDAY,15,TRAIN,EW29,12485,4684
2023-08,WEEKENDS/HOLIDAY,15,TRAIN,EW29,6928,4103
2023-08,WEEKENDS/HOLIDAY,5,TRAIN,NE10,212,72
2023-08,WEEKDAY,5,TRAIN,NE10,1765,577
2023-08,WEEKDAY,18,TRAIN,CE1/DT16,63466,54471
2023-08,WEEKENDS/HOLIDAY,18,TRAIN,CE1/DT16,34945,41895
2023-08,WEEKENDS/HOLIDAY,20,TRAIN,NE5,9411,6834
2023-08,WEEKDAY,20,TRAIN,NE5,26951,14248
2023-08,WEEKDAY,21,TRAIN,NE8,43486,30700
2023-08,WEEKENDS/HOLIDAY,21,TRAIN,NE8,28169,14632
2023-08,WEEKDAY,10,TRAIN,NS27/CE2/TE20,2074,7298
2023-08,WEEKENDS/HOLIDAY,10,TRAIN,NS27/CE2/TE20,1133,2086
2023-08,WEEKENDS/HOLIDAY,11,TRAIN,CC16,3583,2298
2023-08,WEEKDAY,11,TRAIN,CC16,9138,4326
2023-08,WEEKENDS/HOLIDAY,17,TRAIN,EW17,13106,14339
2023-08,WEEKDAY,17,TRAIN,EW17,42392,49459
2023-08,WEEKDAY,14,TRAIN,DT25,3437,2915
2023-08,WEEKENDS/HOLIDAY,14,TRAIN,DT25,1606,1522
2023-08,WEEKENDS/HOLIDAY,13,TRAIN,CC28,1982,1667
2023-08,WEEKDAY,13,TRAIN,CC28,3989,3106
2023-08,WEEKENDS/HOLIDAY,5,TRAIN,NE9,339,0
2023-08,WEEKDAY,5,TRAIN,NE9,3115,35
2023-08,WEEKDAY,15,TRAIN,DT7,6856,6019
2023-08,WEEKENDS/HOLIDAY,15,TRAIN,DT7,2002,2110
2023-08,WEEKENDS/HOLIDAY,6,TRAIN,CC3,169,958
2023-08,WEEKDAY,6,TRAIN,CC3,217,3839
2023-08,WEEKDAY,9,TRAIN,CC20,9290,5418
2023-08,WEEKENDS/HOLIDAY,9,TRAIN,CC20,2776,2052
2023-08,WEEKDAY,8,TRAIN,EW16/NE3/TE17,33087,131643
2023-08,WEEKENDS/HOLIDAY,8,TRAIN,EW16/NE3/TE17,6634,9824
2023-08,WEEKENDS/HOLIDAY,11,TRAIN,EW18,8992,6332
2023-08,WEEKDAY,11,TRAIN,EW18,17448,12940
2023-08,WEEKDAY,8,TRAIN,TE7,15560,15819
2023-08,WEEKENDS/HOLIDAY,8,TRAIN,TE7,2317,2076
2023-08,WEEKDAY,5,TRAIN,CC17/TE9,1906,174
2023-08,WEEKENDS/HOLIDAY,5,TRAIN,CC17/TE9,361,26
2023-08,WEEKENDS/HOLIDAY,12,TRAIN,BP2,1843,902
2023-08,WEEKDAY,12,TRAIN,BP2,2662,1847
2023-08,WEEKDAY,11,TRAIN,NE17/PTC,37728,33415
2023-08,WEEKENDS/HOLIDAY,11,TRAIN,NE17/PTC,23022,18712
2023-08,WEEKDAY,0,TRAIN,TE15,20,165
2023-08,WEEKENDS/HOLIDAY,0,TRAIN,TE15,11,114
2023-08,WEEKDAY,21,TRAIN,NS7,19826,33756
2023-08,WEEKENDS/HOLIDAY,21,TRAIN,NS7,13803,13030
2023-08,WEEKENDS/HOLIDAY,21,TRAIN,BP5,465,756
2023-08,WEEKDAY,21,TRAIN,BP5,1402,1938
2023-08,WEEKDAY,8,TRAIN,TE15,11236,15206
2023-08,WEEKENDS/HOLIDAY,8,TRAIN,TE15,1514,1987
2023-08,WEEKDAY,23,TRAIN,CC19/DT9,1543,1570
2023-08,WEEKENDS/HOLIDAY,23,TRAIN,CC19/DT9,550,681
2023-08,WEEKDAY,9,TRAIN,EW27,48675,42141
2023-08,WEEKENDS/HOLIDAY,9,TRAIN,EW27,19686,12369
2023-08,WEEKENDS/HOLIDAY,17,TRAIN,EW12/DT14,48448,42278
2023-08,WEEKDAY,17,TRAIN,EW12/DT14,116446,80717
2023-08,WEEKDAY,22,TRAIN,PE7,998,4383
2023-08,WEEKENDS/HOLIDAY,22,TRAIN,PE7,300,2190
2023-08,WEEKDAY,19,TRAIN,BP9,1743,4882
2023-08,WEEKENDS/HOLIDAY,19,TRAIN,BP9,611,920
2023-08,WEEKDAY,7,TRAIN,TE15,8123,9237
2023-08,WEEKENDS/HOLIDAY,7,TRAIN,TE15,775,1565
2023-08,WEEKENDS/HOLIDAY,8,TRAIN,EW15,2606,8882
2023-08,WEEKDAY,8,TRAIN,EW15,18102,232715
2023-08,WEEKDAY,23,TRAIN,EW22,1417,2644
2023-08,WEEKENDS/HOLIDAY,23,TRAIN,EW22,436,1226
2023-08,WEEKENDS/HOLIDAY,8,TRAIN,CE1/DT16,4735,13081
2023-08,WEEKDAY,8,TRAIN,CE1/DT16,10901,42106
2023-08,WEEKENDS/HOLIDAY,19,TRAIN,DT33,4980,8662
2023-08,WEEKDAY,19,TRAIN,DT33,13883,55057
2023-08,WEEKDAY,8,TRAIN,NS24/NE6/CC1,25818,61228
2023-08,WEEKENDS/HOLIDAY,8,TRAIN,NS24/NE6/CC1,3387,8717
2023-08,WEEKENDS/HOLIDAY,23,TRAIN,PE1,172,1149
2023-08,WEEKDAY,23,TRAIN,PE1,312,2669
2023-08,WEEKDAY,19,TRAIN,NE1/CC29,119112,54784
2023-08,WEEKENDS/HOLIDAY,19,TRAIN,NE1/CC29,46585,18398
2023-08,WEEKENDS/HOLIDAY,7,TRAIN,BP11,1687,340
2023-08,WEEKDAY,7,TRAIN,BP11,20663,2845
2023-08,WEEKDAY,20,TRAIN,BP4,1925,3171
2023-08,WEEKENDS/HOLIDAY,20,TRAIN,BP4,400,999
2023-08,WEEKENDS/HOLIDAY,7,TRAIN,CC3,371,2202
2023-08,WEEKDAY,7,TRAIN,CC3,963,8730
2023-08,WEEKDAY,14,TRAIN,NS8,14756,14819
2023-08,WEEKENDS/HOLIDAY,14,TRAIN,NS8,8108,6857
2023-08,WEEKDAY,6,TRAIN,TE13,486,2377
2023-08,WEEKENDS/HOLIDAY,6,TRAIN,TE13,100,493
2023-08,WEEKENDS/HOLIDAY,23,TRAIN,TE16,885,1514
2023-08,WEEKDAY,23,TRAIN,TE16,2154,3649
2023-08,WEEKENDS/HOLIDAY,22,TRAIN,DT25,523,2117
2023-08,WEEKDAY,22,TRAIN,DT25,1640,5314
2023-08,WEEKDAY,19,TRAIN,DT23,11298,7909
2023-08,WEEKENDS/HOLIDAY,19,TRAIN,DT23,1867,1533
2023-08,WEEKENDS/HOLIDAY,7,TRAIN,CG2,5372,8946
2023-08,WEEKDAY,7,TRAIN,CG2,13326,24983
2023-08,WEEKENDS/HOLIDAY,23,TRAIN,TE6,580,3520
2023-08,WEEKDAY,23,TRAIN,TE6,1069,8223
2023-08,WEEKENDS/HOLIDAY,5,TRAIN,CC12,147,7
2023-08,WEEKDAY,5,TRAIN,CC12,881,83
2023-08,WEEKDAY,7,TRAIN,EW16/NE3/TE17,26979,107839
2023-08,WEEKENDS/HOLIDAY,7,TRAIN,EW16/NE3/TE17,5290,10262
2023-08,WEEKENDS/HOLIDAY,16,TRAIN,NS23,25745,22736
2023-08,WEEKDAY,16,TRAIN,NS23,45098,38735
2023-08,WEEKDAY,23,TRAIN,TE15,1408,1299
2023-08,WEEKENDS/HOLIDAY,23,TRAIN,TE15,590,641
2023-08,WEEKDAY,5,TRAIN,PE6,2044,203
2023-08,WEEKENDS/HOLIDAY,5,TRAIN,PE6,365,56
2023-08,WEEKDAY,10,TRAIN,DT13,7233,16632
2023-08,WEEKENDS/HOLIDAY,10,TRAIN,DT13,3711,6676
2023-08,WEEKDAY,7,TRAIN,SW7,10589,3061
2023-08,WEEKENDS/HOLIDAY,7,TRAIN,SW7,885,261
2023-08,WEEKENDS/HOLIDAY,21,TRAIN,DT30,1255,5099
2023-08,WEEKDAY,21,TRAIN,DT30,2628,12833
2023-08,WEEKENDS/HOLIDAY,15,TRAIN,NE14,14174,14013
2023-08,WEEKDAY,15,TRAIN,NE14,27130,29528
2023-08,WEEKDAY,17,TRAIN,NE1/CC29,113950,57937
2023-08,WEEKENDS/HOLIDAY,17,TRAIN,NE1/CC29,43126,29327
2023-08,WEEKDAY,21,TRAIN,EW21/CC22,30763,14882
2023-08,WEEKENDS/HOLIDAY,21,TRAIN,EW21/CC22,7121,6081
2023-08,WEEKENDS/HOLIDAY,23,TRAIN,NS8,2779,4528
2023-08,WEEKDAY,23,TRAIN,NS8,3973,10667
2023-08,WEEKENDS/HOLIDAY,0,TRAIN,EW33,1,315
2023-08,WEEKDAY,0,TRAIN,EW33,0,223
2023-08,WEEKENDS/HOLIDAY,13,TRAIN,NS16,22398,21589
2023-08,WEEKDAY,13,TRAIN,NS16,42607,39300
2023-08,WEEKENDS/HOLIDAY,15,TRAIN,SW4,980,1102
2023-08,WEEKDAY,15,TRAIN,SW4,1366,2739
2023-08,WEEKENDS/HOLIDAY,5,TRAIN,TE19,7,0
2023-08,WEEKDAY,5,TRAIN,TE19,19,0
2023-08,WEEKENDS/HOLIDAY,12,TRAIN,DT6,4178,2607
